index,width,height,unique,blur,mean,min,max,stdv,file_size,contrast
949,500,333,0,3018.9265,86.4071,0.0000,255.0000,45.3463,115126,1.0000
950,335,500,0,10305.2637,92.8283,0.0000,255.0000,63.0624,159152,1.0000
951,500,333,0,596.2691,131.6572,0.0000,233.0000,80.3070,72431,1.0000
952,334,500,0,1918.7463,61.1651,0.0000,255.0000,66.4845,111158,1.0000
953,334,500,0,8137.7446,98.6166,0.0000,255.0000,54.0917,155223,1.0000
954,334,500,0,8844.7344,67.3383,0.0000,255.0000,54.7154,147317,1.0000
955,500,375,0,7008.6924,148.3755,0.0000,255.0000,58.7183,182349,1.0000
956,334,500,0,6149.5938,145.5391,0.0000,255.0000,68.9468,154781,1.0000
957,500,333,0,2106.3572,48.2408,0.0000,255.0000,70.6797,76960,1.0000
958,500,334,0,1150.3168,86.5277,0.0000,250.0000,57.7572,110287,1.0000
959,500,375,0,1974.1785,126.2834,0.0000,255.0000,71.0944,108153,1.0000
960,374,500,0,6782.2476,106.6199,0.0000,255.0000,65.5639,133964,1.0000
961,500,333,0,377.0476,92.4933,1.0000,248.0000,41.7855,59677,0.9920
962,357,500,0,813.5555,102.9810,0.0000,255.0000,44.9691,83845,1.0000
963,500,375,0,3947.8591,137.7239,0.0000,255.0000,56.5164,183081,1.0000
964,500,500,0,887.4317,144.2916,0.0000,255.0000,48.7845,133915,1.0000
965,500,249,0,1493.5725,117.9102,0.0000,255.0000,82.7768,54352,1.0000
966,500,385,0,22140.0020,116.6966,0.0000,255.0000,40.5945,264727,1.0000
967,500,294,0,1069.9098,117.6056,0.0000,255.0000,58.4785,74249,1.0000
968,500,334,0,2300.9629,141.8858,0.0000,255.0000,58.7075,107374,1.0000
969,500,333,0,581.7208,121.6520,0.0000,226.0000,51.1312,71230,1.0000
970,500,381,0,2825.6108,116.1444,0.0000,255.0000,56.6228,166221,1.0000
971,500,375,0,3678.8743,115.1594,0.0000,255.0000,62.6646,177080,1.0000
972,500,333,0,580.3024,149.4149,0.0000,255.0000,76.3013,75553,1.0000
973,333,500,0,1191.6448,125.9995,0.0000,255.0000,56.1153,94687,1.0000
974,500,334,0,5022.4692,89.5482,0.0000,255.0000,65.2657,160465,1.0000
975,500,334,0,3919.9211,147.1525,0.0000,255.0000,50.1594,151393,1.0000
976,500,333,0,1779.1035,133.8685,0.0000,255.0000,53.9015,89514,1.0000
977,500,375,0,6534.2456,87.8236,0.0000,255.0000,50.7432,167098,1.0000
978,453,500,0,1039.3629,149.4333,0.0000,255.0000,51.9207,127222,1.0000
979,375,500,0,995.7812,131.1063,1.0000,237.0000,48.6670,94403,0.9916
980,375,500,0,1154.7747,144.7542,0.0000,255.0000,46.4319,91461,1.0000
981,500,375,0,2543.6606,114.0892,0.0000,255.0000,60.1996,115916,1.0000
982,500,334,0,1842.1195,125.3371,0.0000,255.0000,71.7386,99305,1.0000
983,500,355,0,1205.1810,108.9599,0.0000,255.0000,68.5092,86033,1.0000
984,500,334,0,1042.2721,130.7367,0.0000,255.0000,37.6926,70922,1.0000
985,500,334,0,631.3538,91.7510,0.0000,251.0000,37.0153,56399,1.0000
986,500,334,0,853.7959,192.6077,0.0000,243.0000,34.0538,74197,1.0000
987,500,333,0,5987.8481,177.7043,0.0000,255.0000,75.4359,117457,1.0000
988,475,500,0,2068.7910,139.6594,0.0000,255.0000,70.5235,199588,1.0000
989,335,500,0,496.6787,104.4895,0.0000,255.0000,45.5457,80066,1.0000
990,500,375,0,11489.8359,111.6276,0.0000,255.0000,46.3959,228565,1.0000
991,500,375,0,5873.2822,111.1707,0.0000,255.0000,47.8807,160809,1.0000
992,500,333,0,1292.9878,135.6030,0.0000,255.0000,69.1736,84632,1.0000
993,500,334,0,2360.8279,120.4195,0.0000,255.0000,69.4990,98635,1.0000
994,500,487,0,19534.4043,193.5939,0.0000,255.0000,46.5685,257196,1.0000
995,500,375,0,1990.8505,109.8675,0.0000,255.0000,80.8885,106150,1.0000
996,500,317,0,546.7907,125.5648,1.0000,255.0000,64.6910,83290,0.9922
997,500,442,0,1416.5311,134.3029,0.0000,255.0000,42.4698,128550,1.0000
998,375,500,0,7448.5586,89.3913,0.0000,255.0000,57.9568,184553,1.0000
999,357,500,0,1654.8354,133.9359,0.0000,255.0000,68.5027,98010,1.0000
1000,500,333,0,5888.6689,173.8686,0.0000,255.0000,50.1888,126696,1.0000
1001,500,455,0,5486.2466,94.4949,0.0000,255.0000,53.6424,157868,1.0000
1002,334,500,0,4549.8389,149.2125,0.0000,255.0000,77.4481,105463,1.0000
1003,500,371,0,1454.0601,157.9859,0.0000,255.0000,90.1329,93601,1.0000
1004,500,463,0,4570.8306,125.6076,0.0000,255.0000,60.0286,177704,1.0000
1005,500,466,0,8999.8496,88.7147,0.0000,255.0000,51.5452,184491,1.0000
1006,500,320,0,2658.0144,76.8326,0.0000,253.0000,59.9787,128100,1.0000
1007,500,335,0,2626.2090,167.4325,0.0000,255.0000,65.0959,102786,1.0000
1008,500,375,0,7939.3398,141.7851,0.0000,255.0000,68.5934,175433,1.0000
1009,500,334,0,2750.9575,194.2916,0.0000,255.0000,63.9873,85316,1.0000
1010,500,375,0,13915.4111,130.3757,0.0000,255.0000,62.0216,234906,1.0000
1011,500,332,0,1661.9012,170.6873,0.0000,255.0000,44.2418,119694,1.0000
1012,500,433,0,2647.8318,157.7390,0.0000,255.0000,71.3334,179224,1.0000
1013,500,436,0,1908.9695,160.0274,0.0000,255.0000,74.0675,119236,1.0000
1014,500,500,0,3472.9573,115.3959,0.0000,255.0000,46.7156,200260,1.0000
1015,500,375,0,2661.6401,111.9696,0.0000,255.0000,55.8487,138374,1.0000
1016,333,500,0,2136.4653,111.9333,0.0000,255.0000,60.0679,106897,1.0000
1017,500,230,0,5243.4146,118.8827,0.0000,255.0000,61.9825,103216,1.0000
1018,500,332,0,4353.3984,187.0235,0.0000,255.0000,56.2725,148945,1.0000
1019,375,500,0,2569.9619,145.5043,0.0000,255.0000,63.9376,100582,1.0000
1020,356,500,0,3011.4731,141.0551,0.0000,255.0000,80.4381,109528,1.0000
1021,500,336,0,6383.6699,95.8958,0.0000,255.0000,74.3493,138342,1.0000
1022,500,375,0,361.3954,194.8796,7.0000,242.0000,26.4093,64974,0.9438
1023,500,375,0,7522.5107,121.6021,0.0000,255.0000,60.2694,131968,1.0000
1024,500,333,0,2119.3127,124.1183,0.0000,233.0000,48.4196,117089,1.0000
1025,500,335,0,965.5289,154.2527,0.0000,237.0000,45.5791,68933,1.0000
1026,500,371,0,2711.8350,134.3089,0.0000,255.0000,46.2884,115854,1.0000
1027,500,332,0,2265.7039,149.6585,0.0000,255.0000,62.4695,105189,1.0000
1028,500,374,0,11158.9746,112.0323,0.0000,255.0000,63.5523,197523,1.0000
1029,500,372,0,1902.8741,135.8139,0.0000,255.0000,74.7090,108633,1.0000
1030,500,334,0,5079.6172,139.5217,0.0000,255.0000,71.6768,134577,1.0000
1031,500,281,0,1604.6167,159.0375,0.0000,255.0000,62.5150,88796,1.0000
1032,500,335,0,4228.5083,104.3211,0.0000,255.0000,76.7346,137468,1.0000
1033,500,375,0,5556.8394,127.3965,0.0000,255.0000,72.3847,134454,1.0000
1034,300,202,0,696.1993,102.3886,0.0000,255.0000,65.9053,10348,1.0000
1035,300,300,0,2053.9214,110.3930,0.0000,219.0000,50.1474,19339,1.0000
1036,300,200,0,1156.1886,126.7507,0.0000,255.0000,54.8102,8792,1.0000
1037,300,225,0,499.5469,115.4277,0.0000,255.0000,32.6891,11978,1.0000
1038,300,145,0,427.3405,175.8989,0.0000,255.0000,48.8683,7628,1.0000
1039,300,200,0,1122.9861,201.5301,0.0000,255.0000,58.8641,10773,1.0000
1040,300,225,0,144.7197,129.2438,0.0000,255.0000,61.3263,8242,1.0000
1041,300,297,0,903.2309,121.4889,0.0000,255.0000,86.3034,14686,1.0000
1042,300,225,0,764.1823,131.6477,0.0000,255.0000,85.0809,10435,1.0000
1043,500,256,0,9233.0117,117.1122,0.0000,255.0000,40.8873,144408,1.0000
1044,300,163,0,915.2708,145.6680,0.0000,255.0000,44.0327,9681,1.0000
1045,300,263,0,648.9760,99.7940,0.0000,230.0000,48.7087,12601,1.0000
1046,300,225,0,939.5142,116.7883,0.0000,255.0000,68.7689,12852,1.0000
1047,300,225,0,598.4069,125.8687,0.0000,255.0000,68.2343,11726,1.0000
1048,300,225,0,1610.5531,117.6174,0.0000,255.0000,62.0547,9733,1.0000
1049,300,225,0,670.4663,128.8348,0.0000,255.0000,54.2928,11500,1.0000
1050,200,200,0,286.6746,127.8721,11.0000,255.0000,34.1191,12573,0.9173
1051,225,300,0,214.0721,143.4079,0.0000,255.0000,46.7200,9214,1.0000
1052,300,200,0,729.5981,134.7089,0.0000,255.0000,67.8714,8559,1.0000
1053,300,225,0,977.1870,129.9589,0.0000,255.0000,70.6769,9630,1.0000
1054,500,333,0,2302.5000,136.3806,0.0000,252.0000,44.0359,103700,1.0000
1055,200,179,0,455.7051,82.1204,0.0000,187.0000,37.7055,6984,1.0000
1056,300,225,0,1771.0282,93.8478,0.0000,255.0000,61.8928,13711,1.0000
1057,300,225,0,770.8621,124.3489,0.0000,255.0000,43.2144,25974,1.0000
1058,300,225,0,287.4661,135.4545,0.0000,190.0000,42.2180,6325,1.0000
1059,200,300,0,1277.8994,84.8364,0.0000,255.0000,81.8340,10094,1.0000
1060,225,300,0,1134.1838,129.1729,0.0000,255.0000,76.4678,13264,1.0000
1061,300,263,0,392.3187,131.1518,8.0000,248.0000,50.9258,11109,0.9375
1062,262,246,0,366.5282,97.4340,0.0000,255.0000,52.6767,14371,1.0000
1063,300,225,0,764.8970,136.8424,7.0000,255.0000,37.8975,8288,0.9466
1064,300,225,0,925.2479,130.6831,0.0000,255.0000,59.6410,11793,1.0000
1065,500,333,0,2331.5144,110.7782,0.0000,255.0000,47.5027,104324,1.0000
1066,296,300,0,1590.1628,94.9945,0.0000,255.0000,68.9902,16401,1.0000
1067,300,225,0,733.8997,92.5216,0.0000,255.0000,63.0315,10947,1.0000
1068,300,225,0,947.8778,91.0847,0.0000,255.0000,43.4918,11811,1.0000
1069,300,225,0,1110.9288,94.3808,0.0000,255.0000,61.0978,12611,1.0000
1070,300,225,0,764.4511,179.6919,0.0000,255.0000,51.5815,12393,1.0000
1071,277,300,0,292.2653,78.3658,0.0000,255.0000,40.9246,9780,1.0000
1072,225,300,0,417.5562,127.4804,8.0000,255.0000,47.4807,8380,0.9392
1073,300,225,0,896.7144,111.3074,0.0000,255.0000,52.2832,13511,1.0000
1074,300,225,0,908.4850,92.6017,0.0000,255.0000,46.3073,12946,1.0000
1075,300,225,0,310.7523,137.2680,1.0000,255.0000,58.3243,9357,0.9922
1076,500,333,0,2244.7183,96.3398,0.0000,255.0000,54.5799,99353,1.0000
1077,225,300,0,578.0061,68.9396,0.0000,255.0000,46.5922,9503,1.0000
1078,300,225,0,364.2589,101.7956,0.0000,254.0000,51.4557,8785,1.0000
1079,300,269,0,835.7575,88.1072,0.0000,255.0000,28.6080,34251,1.0000
1080,300,182,0,1591.2491,105.6761,0.0000,238.0000,39.8310,9956,1.0000
1081,271,300,0,650.2258,128.0223,0.0000,255.0000,43.1577,13291,1.0000
1082,300,181,0,637.8942,135.2567,3.0000,255.0000,41.4353,7841,0.9767
1083,300,225,0,1169.4425,90.4667,0.0000,255.0000,46.6969,11650,1.0000
1084,225,300,0,943.5878,207.3412,0.0000,255.0000,47.8270,10696,1.0000
1085,300,225,0,474.0638,114.8265,0.0000,255.0000,90.2339,8835,1.0000
1086,300,225,0,375.4777,80.2252,0.0000,255.0000,53.7557,10018,1.0000
1087,500,375,0,53772.0820,111.7751,0.0000,255.0000,64.7952,314446,1.0000
1088,300,238,0,4324.4189,152.7049,0.0000,255.0000,58.5285,18717,1.0000
1089,625,566,0,2661.6909,150.0871,0.0000,255.0000,40.7640,64145,1.0000
1090,350,300,0,5340.7622,94.9159,0.0000,255.0000,78.2088,103717,1.0000
1091,398,306,0,2599.7246,111.8014,0.0000,252.0000,40.1194,39931,1.0000
1092,700,475,0,4903.7402,68.1963,0.0000,255.0000,75.9278,62029,1.0000
1093,470,300,0,3335.5325,130.9141,0.0000,255.0000,61.3761,74011,1.0000
1094,387,258,0,1748.8970,72.0424,0.0000,255.0000,58.8026,15071,1.0000
1095,450,325,0,1703.5511,127.2434,0.0000,255.0000,68.5944,41333,1.0000
1096,320,240,0,1472.6660,150.1262,0.0000,247.0000,39.3313,16842,1.0000
1097,500,333,0,6884.7007,122.2023,0.0000,255.0000,48.9435,178358,1.0000
1098,668,500,0,2266.5557,106.8730,2.0000,255.0000,34.2259,59934,0.9844
1099,500,375,0,5672.1123,136.7470,0.0000,255.0000,50.0505,160767,1.0000
1100,301,233,0,1226.8645,141.6305,0.0000,255.0000,55.2735,21675,1.0000
1101,289,288,0,1245.2721,166.3288,0.0000,255.0000,52.6616,21362,1.0000
1102,210,240,0,2333.5361,99.9665,0.0000,255.0000,57.0582,9056,1.0000
1103,368,276,0,4180.7896,111.8444,0.0000,255.0000,50.9037,61187,1.0000
1104,399,313,0,1277.4152,108.4943,0.0000,255.0000,51.7378,26932,1.0000
1105,300,206,0,797.9631,146.5531,0.0000,255.0000,51.3162,9082,1.0000
1106,366,370,0,813.4781,215.0076,0.0000,255.0000,55.4678,16887,1.0000
1107,247,204,0,1635.1830,110.0119,0.0000,255.0000,75.5022,8589,1.0000
1108,500,500,0,11483.6865,77.5314,0.0000,255.0000,75.7351,198772,1.0000
1109,600,901,0,1510.3860,86.2053,0.0000,255.0000,42.6435,79073,1.0000
1110,640,616,0,3368.1965,104.6904,0.0000,255.0000,76.0987,44369,1.0000
1111,250,166,0,724.5484,86.5057,0.0000,252.0000,37.8254,53702,1.0000
1112,458,500,0,1999.1133,212.7189,0.0000,255.0000,55.4930,93237,1.0000
1113,500,333,0,2222.1560,158.4583,0.0000,255.0000,72.2565,89442,1.0000
1114,375,500,0,6877.9165,118.6269,0.0000,255.0000,64.5868,199895,1.0000
1115,500,290,0,27116.9980,127.4373,0.0000,255.0000,77.2188,200253,1.0000
1116,500,375,0,3722.3032,95.4312,0.0000,214.0000,58.4111,140695,1.0000
1117,500,364,0,3911.7087,147.0330,0.0000,255.0000,45.3475,130323,1.0000
1118,500,333,0,1127.5154,78.1109,0.0000,255.0000,61.2128,77470,1.0000
1119,500,500,0,2725.6929,154.1207,0.0000,255.0000,67.3156,178021,1.0000
1120,333,500,0,2249.2991,70.1264,0.0000,246.0000,69.6969,139980,1.0000
1121,500,500,0,1903.5856,151.5922,0.0000,255.0000,62.7120,192199,1.0000
1122,600,505,0,1695.5789,182.1473,0.0000,255.0000,39.8538,65752,1.0000
1123,333,500,0,9590.6035,110.0887,0.0000,255.0000,58.1019,140275,1.0000
1124,500,333,0,810.0031,136.2974,0.0000,255.0000,33.1979,79569,1.0000
1125,500,333,0,1655.7622,136.9792,0.0000,253.0000,56.9775,92578,1.0000
1126,500,400,0,20700.5059,119.5904,0.0000,255.0000,48.2463,244825,1.0000
1127,500,357,0,11621.7178,139.7932,0.0000,255.0000,51.1087,197108,1.0000
1128,500,375,0,20884.0137,116.8413,0.0000,255.0000,51.7631,237317,1.0000
1129,500,375,0,2706.7751,49.6028,0.0000,255.0000,43.6837,151418,1.0000
1130,500,375,0,10630.0615,160.0793,0.0000,255.0000,45.1332,184931,1.0000
1131,500,333,0,3178.2864,116.1442,0.0000,255.0000,45.0997,121910,1.0000
1132,500,324,0,4364.9160,98.9589,0.0000,255.0000,68.2355,126309,1.0000
1133,500,412,0,2905.9172,146.1408,0.0000,255.0000,59.7625,122768,1.0000
1134,500,500,0,4739.1758,88.8646,0.0000,255.0000,73.1367,128609,1.0000
1135,500,500,0,4646.5117,83.0788,0.0000,255.0000,78.9269,141467,1.0000
1136,500,359,0,10471.7842,130.2980,0.0000,255.0000,64.2432,153378,1.0000
1137,500,357,0,2127.2771,135.7567,0.0000,255.0000,60.1502,123594,1.0000
1138,500,375,0,2419.3020,126.0067,0.0000,255.0000,46.6627,109821,1.0000
1139,500,375,0,2685.0503,144.7623,0.0000,255.0000,61.3626,148113,1.0000
1140,500,375,0,2536.4543,99.5188,0.0000,255.0000,70.0281,126007,1.0000
1141,500,375,0,2000.6027,152.3583,0.0000,255.0000,54.2278,88299,1.0000
1142,500,333,0,2547.1921,141.3479,0.0000,255.0000,46.1635,131930,1.0000
1143,500,333,0,4617.6387,120.4971,0.0000,255.0000,43.7461,153344,1.0000
1144,500,375,0,34989.7891,102.3138,0.0000,255.0000,73.1911,294939,1.0000
1145,375,500,0,835.9924,156.6366,0.0000,252.0000,61.9223,95217,1.0000
1146,500,333,0,4514.8872,162.7750,0.0000,255.0000,79.3904,113757,1.0000
1147,500,333,0,3232.1179,132.6726,0.0000,255.0000,60.7044,136427,1.0000
1148,500,333,0,4626.7607,113.4283,0.0000,255.0000,66.0633,138646,1.0000
1149,500,280,0,4551.8013,161.1487,0.0000,255.0000,66.3370,104246,1.0000
1150,500,333,0,7954.9321,122.7411,0.0000,255.0000,67.2163,173457,1.0000
1151,500,375,0,1324.2140,163.5365,0.0000,255.0000,40.4948,119218,1.0000
1152,500,374,0,1994.0911,83.9118,0.0000,255.0000,55.5889,102401,1.0000
1153,500,333,0,956.4335,173.2474,0.0000,255.0000,48.0631,70331,1.0000
1154,500,375,0,1822.9592,197.7281,0.0000,255.0000,73.4754,105567,1.0000
1155,500,327,0,1017.9022,119.3298,0.0000,255.0000,47.6436,77550,1.0000
1156,500,333,0,1161.3500,134.1617,0.0000,254.0000,60.4331,91187,1.0000
1157,500,373,0,3781.8582,145.4717,0.0000,255.0000,73.3212,148230,1.0000
1158,500,334,0,12743.6455,153.9682,0.0000,255.0000,74.0351,153599,1.0000
1159,500,375,0,1749.6116,165.5721,0.0000,255.0000,59.9087,98723,1.0000
1160,500,375,0,2016.2526,113.1620,0.0000,255.0000,66.1409,99150,1.0000
1161,500,333,0,1728.8928,127.4093,0.0000,230.0000,43.6264,114474,1.0000
1162,500,375,0,1111.2627,153.0003,0.0000,255.0000,51.1662,86754,1.0000
1163,375,500,0,1865.9792,141.2314,0.0000,255.0000,67.0805,102041,1.0000
1164,500,375,0,1185.4679,87.0713,0.0000,255.0000,39.6401,77722,1.0000
1165,375,500,0,2587.1909,146.0852,0.0000,255.0000,75.0274,107640,1.0000
1166,500,281,0,5837.6655,168.0096,0.0000,255.0000,63.9878,143332,1.0000
1167,375,500,0,764.0538,160.6768,0.0000,255.0000,53.8447,84851,1.0000
1168,500,377,0,1208.7611,120.2823,0.0000,255.0000,53.3263,102497,1.0000
1169,375,500,0,895.9461,155.6452,0.0000,255.0000,45.0173,83558,1.0000
1170,500,375,0,6133.1294,80.4629,0.0000,255.0000,82.3383,134121,1.0000
1171,500,400,0,5408.4341,127.2358,0.0000,255.0000,50.2232,149110,1.0000
1172,358,500,0,972.4443,149.4611,0.0000,255.0000,51.5031,88907,1.0000
1173,500,377,0,1389.0862,120.4518,0.0000,234.0000,56.0873,103980,1.0000
1174,500,375,0,3682.2502,107.5239,0.0000,255.0000,36.5096,154996,1.0000
1175,500,333,0,3111.2856,98.6231,0.0000,255.0000,60.6879,134746,1.0000
1176,500,387,0,4640.1929,108.5955,0.0000,255.0000,86.9076,142663,1.0000
1177,500,312,0,6050.1357,135.5852,0.0000,255.0000,78.5987,171943,1.0000
1178,500,500,0,462.2291,56.0578,0.0000,255.0000,37.6268,105034,1.0000
1179,500,332,0,8719.2803,123.9412,0.0000,255.0000,35.5542,162102,1.0000
1180,500,500,0,1785.9166,126.2134,0.0000,255.0000,52.7732,130712,1.0000
1181,500,375,0,2950.9146,157.4708,0.0000,255.0000,61.9319,112442,1.0000
1182,408,500,0,711.4879,148.7806,0.0000,255.0000,61.1621,97237,1.0000
1183,500,434,0,2913.7307,152.3975,0.0000,255.0000,62.8059,127669,1.0000
1184,316,500,0,1395.2017,124.7953,0.0000,255.0000,45.4674,102104,1.0000
1185,500,375,0,3891.4177,157.9005,0.0000,255.0000,79.5100,137090,1.0000
1186,500,335,0,3231.3347,142.7156,0.0000,255.0000,73.5240,117140,1.0000
1187,333,500,0,2472.4968,132.4222,0.0000,255.0000,65.8735,101480,1.0000
1188,500,333,0,7390.3408,133.4366,0.0000,255.0000,78.5282,152170,1.0000
1189,500,333,0,2263.1272,149.2806,0.0000,255.0000,66.6077,86274,1.0000
1190,500,333,0,3941.2178,150.0749,0.0000,255.0000,83.5414,113146,1.0000
1191,375,500,0,2779.4744,119.7319,0.0000,255.0000,63.7557,128045,1.0000
1192,500,375,0,2170.8635,131.7955,0.0000,232.0000,52.5312,130338,1.0000
1193,500,322,0,1631.0764,135.7668,0.0000,255.0000,59.7715,105161,1.0000
1194,500,375,0,1887.4806,181.5162,0.0000,255.0000,86.8725,85219,1.0000
1195,500,375,0,5308.0474,99.9100,0.0000,255.0000,69.1114,172722,1.0000
1196,500,374,0,2798.7686,135.3033,0.0000,255.0000,65.7116,138468,1.0000
1197,333,500,0,4121.4419,174.3573,0.0000,255.0000,51.6336,156110,1.0000
1198,500,401,0,3000.0759,96.9185,0.0000,255.0000,66.9071,136481,1.0000
1199,500,333,0,4527.0557,116.9469,0.0000,255.0000,94.2018,118647,1.0000
1200,500,334,0,1009.7667,116.2420,0.0000,255.0000,58.1551,101189,1.0000
1201,500,375,0,275.8366,88.4447,0.0000,226.0000,58.6544,65553,1.0000
1202,332,500,0,177.1476,83.4430,0.0000,166.0000,33.4167,49279,1.0000
1203,500,335,0,619.7036,93.4123,0.0000,246.0000,49.7195,37601,1.0000
1204,357,500,0,2393.7214,98.1453,0.0000,255.0000,74.7601,122546,1.0000
1205,500,333,0,336.6989,88.0314,0.0000,240.0000,45.9798,61783,1.0000
1206,500,375,0,876.7416,155.0495,0.0000,255.0000,38.0412,99217,1.0000
1207,500,334,0,610.8750,169.8145,5.0000,255.0000,51.9735,69785,0.9615
1208,500,393,0,2020.5797,90.6505,0.0000,255.0000,55.8574,129011,1.0000
1209,355,500,0,983.9786,109.5615,0.0000,255.0000,67.9364,83857,1.0000
1210,500,330,0,6900.1641,86.3495,0.0000,255.0000,73.5585,130315,1.0000
1211,500,375,0,1524.9254,128.6664,0.0000,255.0000,68.1490,133039,1.0000
1212,500,333,0,673.4985,127.6698,0.0000,255.0000,67.3072,66029,1.0000
1213,500,375,0,4768.9150,102.4530,0.0000,255.0000,59.0761,102194,1.0000
1214,500,376,0,2031.5640,168.4215,0.0000,255.0000,45.0706,119729,1.0000
1215,500,376,0,2555.0259,143.9984,0.0000,255.0000,64.3815,113479,1.0000
1216,500,358,0,1028.0765,143.6314,0.0000,255.0000,49.8591,78401,1.0000
1217,333,500,0,997.9556,123.7682,0.0000,234.0000,54.7139,73233,1.0000
1218,500,383,0,2385.1543,76.8285,0.0000,255.0000,49.2189,136800,1.0000
1219,375,500,0,1129.9939,141.7053,0.0000,254.0000,63.4826,81085,1.0000
1220,500,375,0,513.4930,122.6857,1.0000,255.0000,75.9128,64653,0.9922
1221,500,375,0,1028.1396,109.8193,0.0000,181.0000,30.2670,109906,1.0000
1222,500,375,0,673.1484,131.9071,0.0000,227.0000,51.1486,88368,1.0000
1223,500,333,0,1572.1240,126.4408,0.0000,255.0000,64.9117,75926,1.0000
1224,500,334,0,337.6664,134.9892,0.0000,234.0000,45.0118,54283,1.0000
1225,500,333,0,10263.1992,186.0873,0.0000,255.0000,50.0437,150798,1.0000
1226,500,333,0,4545.9272,98.1664,0.0000,255.0000,68.4272,178800,1.0000
1227,334,500,0,1027.8478,122.5912,0.0000,255.0000,60.6955,79628,1.0000
1228,334,500,0,1544.8176,61.8393,0.0000,255.0000,74.3778,74432,1.0000
1229,500,375,0,1665.4462,166.2716,11.0000,251.0000,57.7187,110070,0.9160
1230,500,375,0,6657.1567,115.5542,0.0000,255.0000,73.3509,122245,1.0000
1231,500,375,0,9265.3115,114.5814,0.0000,255.0000,76.0218,138277,1.0000
1232,500,334,0,689.4393,170.5404,0.0000,255.0000,57.1978,67242,1.0000
1233,500,344,0,1723.3358,149.4271,0.0000,255.0000,47.3121,118007,1.0000
1234,500,332,0,256.1062,100.3278,0.0000,250.0000,44.7866,57113,1.0000
1235,500,343,0,490.9877,155.2046,0.0000,236.0000,44.2145,80116,1.0000
1236,500,375,0,4347.0078,113.3089,0.0000,255.0000,65.1459,117807,1.0000
1237,375,500,0,1515.2302,133.7314,0.0000,255.0000,41.5581,106342,1.0000
1238,375,500,0,2113.8762,154.6461,0.0000,255.0000,41.8504,136173,1.0000
1239,500,379,0,448.3283,218.1195,0.0000,255.0000,43.1370,63827,1.0000
1240,500,333,0,4174.9380,85.1588,0.0000,250.0000,28.1181,148595,1.0000
1241,332,500,0,686.6356,115.5100,0.0000,253.0000,77.6583,74364,1.0000
1242,362,500,0,2052.6187,122.1116,0.0000,255.0000,72.9215,119133,1.0000
1243,500,333,0,2666.5156,116.2474,0.0000,255.0000,71.5717,114450,1.0000
1244,500,333,0,1252.1958,159.1223,0.0000,255.0000,59.1451,75205,1.0000
1245,500,333,0,4709.8101,60.5669,0.0000,252.0000,46.9674,160747,1.0000
1246,500,333,0,843.7482,112.3621,0.0000,251.0000,48.0083,86762,1.0000
1247,500,333,0,676.8740,57.2802,0.0000,255.0000,48.4372,70663,1.0000
1248,500,375,0,4281.3843,131.4541,0.0000,255.0000,57.4273,167767,1.0000
1249,500,375,0,13429.0469,121.9071,0.0000,255.0000,49.5257,232262,1.0000
1250,500,375,0,17175.2734,115.9125,0.0000,255.0000,56.2644,222110,1.0000
1251,500,332,0,816.5492,63.4337,0.0000,250.0000,73.8716,80283,1.0000
1252,500,320,0,1225.9114,153.2540,0.0000,255.0000,71.2377,94080,1.0000
1253,332,500,0,1284.4370,173.3516,0.0000,255.0000,49.5014,97908,1.0000
1254,375,500,0,1421.0431,110.1615,0.0000,220.0000,60.3758,132065,1.0000
1255,500,335,0,1207.6721,74.6062,0.0000,251.0000,60.4250,85361,1.0000
1256,375,500,0,2834.9280,127.5429,0.0000,255.0000,70.3112,159178,1.0000
1257,500,339,0,2245.8276,157.9410,0.0000,255.0000,64.6272,75143,1.0000
1258,500,407,0,2906.4851,147.4004,0.0000,255.0000,61.1280,115424,1.0000
1259,375,500,0,980.0687,180.5991,0.0000,255.0000,86.6416,59367,1.0000
1260,500,333,0,989.1079,74.0455,0.0000,255.0000,74.4079,109932,1.0000
1261,500,375,0,1129.2983,112.0060,0.0000,255.0000,59.4025,103693,1.0000
1262,500,500,0,3221.5461,175.1787,0.0000,255.0000,62.8202,162585,1.0000
1263,362,500,0,5275.9185,120.5148,0.0000,255.0000,59.4045,98339,1.0000
1264,500,333,0,986.0019,111.0189,0.0000,255.0000,76.8413,82308,1.0000
1265,281,500,0,1175.7605,174.5839,0.0000,255.0000,42.0645,71786,1.0000
1266,500,334,0,713.4787,73.1452,0.0000,255.0000,50.5289,67714,1.0000
1267,500,335,0,2429.8513,85.1868,0.0000,255.0000,61.4210,121627,1.0000
1268,334,500,0,747.0081,118.1083,0.0000,229.0000,54.4795,64345,1.0000
1269,500,334,0,766.8288,112.4718,0.0000,255.0000,67.4644,82573,1.0000
1270,352,319,0,507.3788,148.3385,0.0000,226.0000,51.8408,36303,1.0000
1271,500,375,0,2478.9031,102.3008,0.0000,255.0000,75.4635,103471,1.0000
1272,500,333,0,3277.5806,121.5885,0.0000,255.0000,69.9666,114940,1.0000
1273,500,375,0,2656.3066,114.7249,0.0000,255.0000,57.0864,108486,1.0000
1274,500,333,0,1820.2428,98.9663,0.0000,255.0000,57.5547,103598,1.0000
1275,333,500,0,990.1436,100.1484,0.0000,255.0000,62.9849,116023,1.0000
1276,500,333,0,641.1517,137.2365,0.0000,220.0000,50.4764,66109,1.0000
